txn_id,account_id,category_id,merchant_id,txn_date,description,amount
8614,615,9,615,2025-08-08,Daily expense,-124
8615,616,1,,2025-08-09,Monthly income,3015
8616,617,11,617,2025-08-10,Daily expense,-126
8617,618,12,618,2025-08-11,Daily expense,-127
8618,619,13,619,2025-08-12,Daily expense,-128
8619,620,14,620,2025-08-13,Daily expense,-129
8620,621,1,,2025-08-14,Monthly income,3020
8621,622,6,622,2025-08-15,Daily expense,-131
8622,623,7,623,2025-08-16,Daily expense,-132
8623,624,8,624,2025-08-17,Daily expense,-133
8624,625,9,625,2025-08-18,Daily expense,-134
8625,626,1,,2025-08-19,Monthly income,3025
8626,627,11,627,2025-08-20,Daily expense,-136
8627,628,12,628,2025-08-21,Daily expense,-137
8628,629,13,629,2025-08-22,Daily expense,-138
8629,630,14,630,2025-08-23,Daily expense,-139
8630,631,1,,2025-08-24,Monthly income,3030
8631,632,6,632,2025-08-25,Daily expense,-141
8632,633,7,633,2025-08-26,Daily expense,-142
8633,634,8,634,2025-08-27,Daily expense,-143
8634,635,9,635,2025-08-28,Daily expense,-144
8635,636,1,,2025-08-29,Monthly income,3035
8636,637,11,637,2025-08-30,Daily expense,-146
8637,638,12,638,2025-08-31,Daily expense,-147
8638,639,13,639,2025-09-01,Daily expense,-148
8639,640,14,640,2025-09-02,Daily expense,-149
8640,641,1,,2025-09-03,Monthly income,3040
8641,642,6,642,2025-09-04,Daily expense,-151
8642,643,7,643,2025-09-05,Daily expense,-152
8643,644,8,644,2025-09-06,Daily expense,-153
8644,645,9,645,2025-09-07,Daily expense,-154
8645,646,1,,2025-09-08,Monthly income,3045
8646,647,11,647,2025-09-09,Daily expense,-156
8647,648,12,648,2025-09-10,Daily expense,-157
8648,649,13,649,2025-09-11,Daily expense,-158
8649,650,14,650,2025-09-12,Daily expense,-159
8650,651,1,,2025-09-13,Monthly income,3050
8651,652,6,652,2025-09-14,Daily expense,-161
8652,653,7,653,2025-09-15,Daily expense,-162
8653,654,8,654,2025-09-16,Daily expense,-163
8654,655,9,655,2025-09-17,Daily expense,-164
8655,656,1,,2025-09-18,Monthly income,3055
8656,657,11,657,2025-09-19,Daily expense,-166
8657,658,12,658,2025-09-20,Daily expense,-167
8658,659,13,659,2025-09-21,Daily expense,-168
8659,660,14,660,2025-09-22,Daily expense,-169
8660,661,1,,2025-09-23,Monthly income,3060
8661,662,6,662,2025-09-24,Daily expense,-171
8662,663,7,663,2025-09-25,Daily expense,-172
8663,664,8,664,2025-09-26,Daily expense,-173
8664,665,9,665,2025-09-27,Daily expense,-174
8665,666,1,,2025-09-28,Monthly income,3065
8666,667,11,667,2025-09-29,Daily expense,-176
8667,668,12,668,2025-09-30,Daily expense,-177
8668,669,13,669,2025-10-01,Daily expense,-178
8669,670,14,670,2025-10-02,Daily expense,-179
8670,671,1,,2025-10-03,Monthly income,3070
8671,672,6,672,2025-10-04,Daily expense,-181
8672,673,7,673,2025-10-05,Daily expense,-182
8673,674,8,674,2025-10-06,Daily expense,-183
8674,675,9,675,2025-10-07,Daily expense,-184
8675,676,1,,2025-10-08,Monthly income,3075
8676,677,11,677,2025-10-09,Daily expense,-186
8677,678,12,678,2025-10-10,Daily expense,-187
8678,679,13,679,2025-10-11,Daily expense,-188
8679,680,14,680,2025-10-12,Daily expense,-189
8680,681,1,,2025-10-13,Monthly income,3080
8681,682,6,682,2025-10-14,Daily expense,-191
8682,683,7,683,2025-10-15,Daily expense,-192
8683,684,8,684,2025-10-16,Daily expense,-193
8684,685,9,685,2025-10-17,Daily expense,-194
8685,686,1,,2025-10-18,Monthly income,3085
8686,687,11,687,2025-10-19,Daily expense,-196
8687,688,12,688,2025-10-20,Daily expense,-197
8688,689,13,689,2025-10-21,Daily expense,-198
8689,690,14,690,2025-10-22,Daily expense,-199
8690,691,1,,2025-10-23,Monthly income,3090
8691,692,6,692,2025-10-24,Daily expense,-201
8692,693,7,693,2025-10-25,Daily expense,-202
8693,694,8,694,2025-10-26,Daily expense,-203
8694,695,9,695,2025-10-27,Daily expense,-204
8695,696,1,,2025-10-28,Monthly income,3095
8696,697,11,697,2025-10-29,Daily expense,-206
8697,698,12,698,2025-10-30,Daily expense,-207
8698,699,13,699,2025-10-31,Daily expense,-208
8699,700,14,700,2025-11-01,Daily expense,-209
8700,701,1,,2025-11-02,Monthly income,3100
8701,702,6,702,2025-11-03,Daily expense,-211
8702,703,7,703,2025-11-04,Daily expense,-212
8703,704,8,704,2025-11-05,Daily expense,-213
8704,705,9,705,2025-11-06,Daily expense,-214
8705,706,1,,2025-11-07,Monthly income,3105
8706,707,11,707,2025-11-08,Daily expense,-216
8707,708,12,708,2025-11-09,Daily expense,-217
8708,709,13,709,2025-11-10,Daily expense,-218
8709,710,14,710,2025-11-11,Daily expense,-219
8710,711,1,,2025-11-12,Monthly income,3110
8711,712,6,712,2025-11-13,Daily expense,-221
8712,713,7,713,2025-11-14,Daily expense,-222
8713,714,8,714,2025-11-15,Daily expense,-223
8714,715,9,715,2025-11-16,Daily expense,-224
8715,716,1,,2025-11-17,Monthly income,3115
8716,717,11,717,2025-11-18,Daily expense,-226
8717,718,12,718,2025-11-19,Daily expense,-227
8718,719,13,719,2025-11-20,Daily expense,-228
8719,720,14,720,2025-11-21,Daily expense,-229
8720,721,1,,2025-11-22,Monthly income,3120
8721,722,6,722,2025-11-23,Daily expense,-231
8722,723,7,723,2025-11-24,Daily expense,-232
8723,724,8,724,2025-11-25,Daily expense,-233
8724,725,9,725,2025-11-26,Daily expense,-234
8725,726,1,,2025-11-27,Monthly income,3125
8726,727,11,727,2025-11-28,Daily expense,-236
8727,728,12,728,2025-11-29,Daily expense,-237
8728,729,13,729,2025-11-30,Daily expense,-238
8729,730,14,730,2025-12-01,Daily expense,-239
8730,731,1,,2025-12-02,Monthly income,3130
8731,732,6,732,2025-12-03,Daily expense,-241
8732,733,7,733,2025-12-04,Daily expense,-242
8733,734,8,734,2025-12-05,Daily expense,-243
8734,735,9,735,2025-12-06,Daily expense,-244
8735,736,1,,2025-12-07,Monthly income,3135
8736,737,11,737,2025-12-08,Daily expense,-246
8737,738,12,738,2025-12-09,Daily expense,-247
8738,739,13,739,2025-12-10,Daily expense,-248
8739,740,14,740,2025-12-11,Daily expense,-249
8740,741,1,,2025-12-12,Monthly income,3140
8741,742,6,742,2025-12-13,Daily expense,-251
8742,743,7,743,2025-12-14,Daily expense,-252
8743,744,8,744,2025-12-15,Daily expense,-253
8744,745,9,745,2025-12-16,Daily expense,-254
8745,746,1,,2025-12-17,Monthly income,3145
8746,747,11,747,2025-12-18,Daily expense,-256
8747,748,12,748,2025-12-19,Daily expense,-257
8748,749,13,749,2025-12-20,Daily expense,-258
8749,750,14,750,2025-12-21,Daily expense,-259
8750,751,1,,2025-12-22,Monthly income,3150
8751,752,6,752,2025-12-23,Daily expense,-11
8752,753,7,753,2025-12-24,Daily expense,-12
8753,754,8,754,2025-12-25,Daily expense,-13
8754,755,9,755,2025-12-26,Daily expense,-14
8755,756,1,,2025-12-27,Monthly income,3155
8756,757,11,757,2025-12-28,Daily expense,-16
8757,758,12,758,2025-12-29,Daily expense,-17
8758,759,13,759,2025-12-30,Daily expense,-18
8759,760,14,760,2025-12-31,Daily expense,-19
8760,761,1,,2025-01-01,Monthly income,3160
8761,762,6,762,2025-01-02,Daily expense,-21
8762,763,7,763,2025-01-03,Daily expense,-22
8763,764,8,764,2025-01-04,Daily expense,-23
8764,765,9,765,2025-01-05,Daily expense,-24
8765,766,1,,2025-01-06,Monthly income,3165
8766,767,11,767,2025-01-07,Daily expense,-26
8767,768,12,768,2025-01-08,Daily expense,-27
8768,769,13,769,2025-01-09,Daily expense,-28
8769,770,14,770,2025-01-10,Daily expense,-29
8770,771,1,,2025-01-11,Monthly income,3170
8771,772,6,772,2025-01-12,Daily expense,-31
8772,773,7,773,2025-01-13,Daily expense,-32
8773,774,8,774,2025-01-14,Daily expense,-33
8774,775,9,775,2025-01-15,Daily expense,-34
8775,776,1,,2025-01-16,Monthly income,3175
8776,777,11,777,2025-01-17,Daily expense,-36
8777,778,12,778,2025-01-18,Daily expense,-37
8778,779,13,779,2025-01-19,Daily expense,-38
8779,780,14,780,2025-01-20,Daily expense,-39
8780,781,1,,2025-01-21,Monthly income,3180
8781,782,6,782,2025-01-22,Daily expense,-41
8782,783,7,783,2025-01-23,Daily expense,-42
8783,784,8,784,2025-01-24,Daily expense,-43
8784,785,9,785,2025-01-25,Daily expense,-44
8785,786,1,,2025-01-26,Monthly income,3185
8786,787,11,787,2025-01-27,Daily expense,-46
8787,788,12,788,2025-01-28,Daily expense,-47
8788,789,13,789,2025-01-29,Daily expense,-48
8789,790,14,790,2025-01-30,Daily expense,-49
8790,791,1,,2025-01-31,Monthly income,3190
8791,792,6,792,2025-02-01,Daily expense,-51
8792,793,7,793,2025-02-02,Daily expense,-52
8793,794,8,794,2025-02-03,Daily expense,-53
8794,795,9,795,2025-02-04,Daily expense,-54
8795,796,1,,2025-02-05,Monthly income,3195
8796,797,11,797,2025-02-06,Daily expense,-56
8797,798,12,798,2025-02-07,Daily expense,-57
8798,799,13,799,2025-02-08,Daily expense,-58
8799,800,14,800,2025-02-09,Daily expense,-59
8800,801,1,,2025-02-10,Monthly income,3200
8801,802,6,802,2025-02-11,Daily expense,-61
8802,803,7,803,2025-02-12,Daily expense,-62
8803,804,8,804,2025-02-13,Daily expense,-63
8804,805,9,805,2025-02-14,Daily expense,-64
8805,806,1,,2025-02-15,Monthly income,3205
8806,807,11,807,2025-02-16,Daily expense,-66
8807,808,12,808,2025-02-17,Daily expense,-67
8808,809,13,809,2025-02-18,Daily expense,-68
8809,810,14,810,2025-02-19,Daily expense,-69
8810,811,1,,2025-02-20,Monthly income,3210
8811,812,6,812,2025-02-21,Daily expense,-71
8812,813,7,813,2025-02-22,Daily expense,-72
8813,814,8,814,2025-02-23,Daily expense,-73
8814,815,9,815,2025-02-24,Daily expense,-74
8815,816,1,,2025-02-25,Monthly income,3215
8816,817,11,817,2025-02-26,Daily expense,-76
8817,818,12,818,2025-02-27,Daily expense,-77
8818,819,13,819,2025-02-28,Daily expense,-78
8819,820,14,820,2025-03-01,Daily expense,-79
8820,821,1,,2025-03-02,Monthly income,3220
8821,822,6,822,2025-03-03,Daily expense,-81
8822,823,7,823,2025-03-04,Daily expense,-82
8823,824,8,824,2025-03-05,Daily expense,-83
8824,825,9,825,2025-03-06,Daily expense,-84
8825,826,1,,2025-03-07,Monthly income,3225
8826,827,11,827,2025-03-08,Daily expense,-86
8827,828,12,828,2025-03-09,Daily expense,-87
8828,829,13,829,2025-03-10,Daily expense,-88
8829,830,14,830,2025-03-11,Daily expense,-89
8830,831,1,,2025-03-12,Monthly income,3230
8831,832,6,832,2025-03-13,Daily expense,-91
8832,833,7,833,2025-03-14,Daily expense,-92
8833,834,8,834,2025-03-15,Daily expense,-93
8834,835,9,835,2025-03-16,Daily expense,-94
8835,836,1,,2025-03-17,Monthly income,3235
8836,837,11,837,2025-03-18,Daily expense,-96
8837,838,12,838,2025-03-19,Daily expense,-97
8838,839,13,839,2025-03-20,Daily expense,-98
8839,840,14,840,2025-03-21,Daily expense,-99
8840,841,1,,2025-03-22,Monthly income,3240
8841,842,6,842,2025-03-23,Daily expense,-101
8842,843,7,843,2025-03-24,Daily expense,-102
8843,844,8,844,2025-03-25,Daily expense,-103
8844,845,9,845,2025-03-26,Daily expense,-104
8845,846,1,,2025-03-27,Monthly income,3245
8846,847,11,847,2025-03-28,Daily expense,-106
8847,848,12,848,2025-03-29,Daily expense,-107
8848,849,13,849,2025-03-30,Daily expense,-108
8849,850,14,850,2025-03-31,Daily expense,-109
8850,851,1,,2025-04-01,Monthly income,3250
8851,852,6,852,2025-04-02,Daily expense,-111
8852,853,7,853,2025-04-03,Daily expense,-112
8853,854,8,854,2025-04-04,Daily expense,-113
8854,855,9,855,2025-04-05,Daily expense,-114
8855,856,1,,2025-04-06,Monthly income,3255
8856,857,11,857,2025-04-07,Daily expense,-116
8857,858,12,858,2025-04-08,Daily expense,-117
8858,859,13,859,2025-04-09,Daily expense,-118
8859,860,14,860,2025-04-10,Daily expense,-119
8860,861,1,,2025-04-11,Monthly income,3260
8861,862,6,862,2025-04-12,Daily expense,-121
8862,863,7,863,2025-04-13,Daily expense,-122
8863,864,8,864,2025-04-14,Daily expense,-123
8864,865,9,865,2025-04-15,Daily expense,-124
8865,866,1,,2025-04-16,Monthly income,3265
8866,867,11,867,2025-04-17,Daily expense,-126
8867,868,12,868,2025-04-18,Daily expense,-127
8868,869,13,869,2025-04-19,Daily expense,-128
8869,870,14,870,2025-04-20,Daily expense,-129
8870,871,1,,2025-04-21,Monthly income,3270
8871,872,6,872,2025-04-22,Daily expense,-131
8872,873,7,873,2025-04-23,Daily expense,-132
8873,874,8,874,2025-04-24,Daily expense,-133
8874,875,9,875,2025-04-25,Daily expense,-134
8875,876,1,,2025-04-26,Monthly income,3275
8876,877,11,877,2025-04-27,Daily expense,-136
8877,878,12,878,2025-04-28,Daily expense,-137
8878,879,13,879,2025-04-29,Daily expense,-138
8879,880,14,880,2025-04-30,Daily expense,-139
8880,881,1,,2025-05-01,Monthly income,3280
8881,882,6,882,2025-05-02,Daily expense,-141
8882,883,7,883,2025-05-03,Daily expense,-142
8883,884,8,884,2025-05-04,Daily expense,-143
8884,885,9,885,2025-05-05,Daily expense,-144
8885,886,1,,2025-05-06,Monthly income,3285
8886,887,11,887,2025-05-07,Daily expense,-146
8887,888,12,888,2025-05-08,Daily expense,-147
8888,889,13,889,2025-05-09,Daily expense,-148
8889,890,14,890,2025-05-10,Daily expense,-149
8890,891,1,,2025-05-11,Monthly income,3290
8891,892,6,892,2025-05-12,Daily expense,-151
8892,893,7,893,2025-05-13,Daily expense,-152
8893,894,8,894,2025-05-14,Daily expense,-153
8894,895,9,895,2025-05-15,Daily expense,-154
8895,896,1,,2025-05-16,Monthly income,3295
8896,897,11,897,2025-05-17,Daily expense,-156
8897,898,12,898,2025-05-18,Daily expense,-157
8898,899,13,899,2025-05-19,Daily expense,-158
8899,900,14,900,2025-05-20,Daily expense,-159
8900,901,1,,2025-05-21,Monthly income,3300
8901,902,6,902,2025-05-22,Daily expense,-161
8902,903,7,903,2025-05-23,Daily expense,-162
8903,904,8,904,2025-05-24,Daily expense,-163
8904,905,9,905,2025-05-25,Daily expense,-164
8905,906,1,,2025-05-26,Monthly income,3305
8906,907,11,907,2025-05-27,Daily expense,-166
8907,908,12,908,2025-05-28,Daily expense,-167
8908,909,13,909,2025-05-29,Daily expense,-168
8909,910,14,910,2025-05-30,Daily expense,-169
8910,911,1,,2025-05-31,Monthly income,3310
8911,912,6,912,2025-06-01,Daily expense,-171
8912,913,7,913,2025-06-02,Daily expense,-172
8913,914,8,914,2025-06-03,Daily expense,-173
8914,915,9,915,2025-06-04,Daily expense,-174
8915,916,1,,2025-06-05,Monthly income,3315
8916,917,11,917,2025-06-06,Daily expense,-176
8917,918,12,918,2025-06-07,Daily expense,-177
8918,919,13,919,2025-06-08,Daily expense,-178
8919,920,14,920,2025-06-09,Daily expense,-179
8920,921,1,,2025-06-10,Monthly income,3320
8921,922,6,922,2025-06-11,Daily expense,-181
8922,923,7,923,2025-06-12,Daily expense,-182
8923,924,8,924,2025-06-13,Daily expense,-183
8924,925,9,925,2025-06-14,Daily expense,-184
8925,926,1,,2025-06-15,Monthly income,3325
8926,927,11,927,2025-06-16,Daily expense,-186
8927,928,12,928,2025-06-17,Daily expense,-187
8928,929,13,929,2025-06-18,Daily expense,-188
8929,930,14,930,2025-06-19,Daily expense,-189
8930,931,1,,2025-06-20,Monthly income,3330
8931,932,6,932,2025-06-21,Daily expense,-191
8932,933,7,933,2025-06-22,Daily expense,-192
8933,934,8,934,2025-06-23,Daily expense,-193
8934,935,9,935,2025-06-24,Daily expense,-194
8935,936,1,,2025-06-25,Monthly income,3335
8936,937,11,937,2025-06-26,Daily expense,-196
8937,938,12,938,2025-06-27,Daily expense,-197
8938,939,13,939,2025-06-28,Daily expense,-198
8939,940,14,940,2025-06-29,Daily expense,-199
8940,941,1,,2025-06-30,Monthly income,3340
8941,942,6,942,2025-07-01,Daily expense,-201
8942,943,7,943,2025-07-02,Daily expense,-202
8943,944,8,944,2025-07-03,Daily expense,-203
8944,945,9,945,2025-07-04,Daily expense,-204
8945,946,1,,2025-07-05,Monthly income,3345
8946,947,11,947,2025-07-06,Daily expense,-206
8947,948,12,948,2025-07-07,Daily expense,-207
8948,949,13,949,2025-07-08,Daily expense,-208
8949,950,14,950,2025-07-09,Daily expense,-209
8950,951,1,,2025-07-10,Monthly income,3350
8951,952,6,952,2025-07-11,Daily expense,-211
8952,953,7,953,2025-07-12,Daily expense,-212
8953,954,8,954,2025-07-13,Daily expense,-213
8954,955,9,955,2025-07-14,Daily expense,-214
8955,956,1,,2025-07-15,Monthly income,3355
8956,957,11,957,2025-07-16,Daily expense,-216
8957,958,12,958,2025-07-17,Daily expense,-217
8958,959,13,959,2025-07-18,Daily expense,-218
8959,960,14,960,2025-07-19,Daily expense,-219
8960,961,1,,2025-07-20,Monthly income,3360
8961,962,6,962,2025-07-21,Daily expense,-221
8962,963,7,963,2025-07-22,Daily expense,-222
8963,964,8,964,2025-07-23,Daily expense,-223
8964,965,9,965,2025-07-24,Daily expense,-224
8965,966,1,,2025-07-25,Monthly income,3365
8966,967,11,967,2025-07-26,Daily expense,-226
8967,968,12,968,2025-07-27,Daily expense,-227
8968,969,13,969,2025-07-28,Daily expense,-228
8969,970,14,970,2025-07-29,Daily expense,-229
8970,971,1,,2025-07-30,Monthly income,3370
8971,972,6,972,2025-07-31,Daily expense,-231
8972,973,7,973,2025-08-01,Daily expense,-232
8973,974,8,974,2025-08-02,Daily expense,-233
8974,975,9,975,2025-08-03,Daily expense,-234
8975,976,1,,2025-08-04,Monthly income,3375
8976,977,11,977,2025-08-05,Daily expense,-236
8977,978,12,978,2025-08-06,Daily expense,-237
8978,979,13,979,2025-08-07,Daily expense,-238
8979,980,14,980,2025-08-08,Daily expense,-239
8980,981,1,,2025-08-09,Monthly income,3380
8981,982,6,982,2025-08-10,Daily expense,-241
8982,983,7,983,2025-08-11,Daily expense,-242
8983,984,8,984,2025-08-12,Daily expense,-243
8984,985,9,985,2025-08-13,Daily expense,-244
8985,986,1,,2025-08-14,Monthly income,3385
8986,987,11,987,2025-08-15,Daily expense,-246
8987,988,12,988,2025-08-16,Daily expense,-247
8988,989,13,989,2025-08-17,Daily expense,-248
8989,990,14,990,2025-08-18,Daily expense,-249
8990,991,1,,2025-08-19,Monthly income,3390
8991,992,6,992,2025-08-20,Daily expense,-251
8992,993,7,993,2025-08-21,Daily expense,-252
8993,994,8,994,2025-08-22,Daily expense,-253
8994,995,9,995,2025-08-23,Daily expense,-254
8995,996,1,,2025-08-24,Monthly income,3395
8996,997,11,997,2025-08-25,Daily expense,-256
8997,998,12,998,2025-08-26,Daily expense,-257
8998,999,13,999,2025-08-27,Daily expense,-258
8999,1000,14,1000,2025-08-28,Daily expense,-259
9000,1001,1,,2025-08-29,Monthly income,2500
9001,1002,6,2,2025-08-30,Daily expense,-11
9002,1003,7,3,2025-08-31,Daily expense,-12
9003,1004,8,4,2025-09-01,Daily expense,-13
9004,1005,9,5,2025-09-02,Daily expense,-14
9005,1006,1,,2025-09-03,Monthly income,2505
9006,1007,11,7,2025-09-04,Daily expense,-16
9007,1008,12,8,2025-09-05,Daily expense,-17
9008,1009,13,9,2025-09-06,Daily expense,-18
9009,1010,14,10,2025-09-07,Daily expense,-19
9010,1011,1,,2025-09-08,Monthly income,2510
9011,1012,6,12,2025-09-09,Daily expense,-21
9012,1013,7,13,2025-09-10,Daily expense,-22
9013,1014,8,14,2025-09-11,Daily expense,-23
9014,1015,9,15,2025-09-12,Daily expense,-24
9015,1016,1,,2025-09-13,Monthly income,2515
9016,1017,11,17,2025-09-14,Daily expense,-26
9017,1018,12,18,2025-09-15,Daily expense,-27
9018,1019,13,19,2025-09-16,Daily expense,-28
9019,1020,14,20,2025-09-17,Daily expense,-29
9020,1021,1,,2025-09-18,Monthly income,2520
9021,1022,6,22,2025-09-19,Daily expense,-31
9022,1023,7,23,2025-09-20,Daily expense,-32
9023,1024,8,24,2025-09-21,Daily expense,-33
9024,1025,9,25,2025-09-22,Daily expense,-34
9025,1026,1,,2025-09-23,Monthly income,2525
9026,1027,11,27,2025-09-24,Daily expense,-36
9027,1028,12,28,2025-09-25,Daily expense,-37
9028,1029,13,29,2025-09-26,Daily expense,-38
9029,1030,14,30,2025-09-27,Daily expense,-39
9030,1031,1,,2025-09-28,Monthly income,2530
9031,1032,6,32,2025-09-29,Daily expense,-41
9032,1033,7,33,2025-09-30,Daily expense,-42
9033,1034,8,34,2025-10-01,Daily expense,-43
9034,1035,9,35,2025-10-02,Daily expense,-44
9035,1036,1,,2025-10-03,Monthly income,2535
9036,1037,11,37,2025-10-04,Daily expense,-46
9037,1038,12,38,2025-10-05,Daily expense,-47
9038,1039,13,39,2025-10-06,Daily expense,-48
9039,1040,14,40,2025-10-07,Daily expense,-49
9040,1041,1,,2025-10-08,Monthly income,2540
9041,1042,6,42,2025-10-09,Daily expense,-51
9042,1043,7,43,2025-10-10,Daily expense,-52
9043,1044,8,44,2025-10-11,Daily expense,-53
9044,1045,9,45,2025-10-12,Daily expense,-54
9045,1046,1,,2025-10-13,Monthly income,2545
9046,1047,11,47,2025-10-14,Daily expense,-56
9047,1048,12,48,2025-10-15,Daily expense,-57
9048,1049,13,49,2025-10-16,Daily expense,-58
9049,1050,14,50,2025-10-17,Daily expense,-59
9050,1051,1,,2025-10-18,Monthly income,2550
9051,1052,6,52,2025-10-19,Daily expense,-61
9052,1053,7,53,2025-10-20,Daily expense,-62
9053,1054,8,54,2025-10-21,Daily expense,-63
9054,1055,9,55,2025-10-22,Daily expense,-64
9055,1056,1,,2025-10-23,Monthly income,2555
9056,1057,11,57,2025-10-24,Daily expense,-66
9057,1058,12,58,2025-10-25,Daily expense,-67
9058,1059,13,59,2025-10-26,Daily expense,-68
9059,1060,14,60,2025-10-27,Daily expense,-69
9060,1061,1,,2025-10-28,Monthly income,2560
9061,1062,6,62,2025-10-29,Daily expense,-71
9062,1063,7,63,2025-10-30,Daily expense,-72
9063,1064,8,64,2025-10-31,Daily expense,-73
9064,1065,9,65,2025-11-01,Daily expense,-74
9065,1066,1,,2025-11-02,Monthly income,2565
9066,1067,11,67,2025-11-03,Daily expense,-76
9067,1068,12,68,2025-11-04,Daily expense,-77
9068,1069,13,69,2025-11-05,Daily expense,-78
9069,1070,14,70,2025-11-06,Daily expense,-79
9070,1071,1,,2025-11-07,Monthly income,2570
9071,1072,6,72,2025-11-08,Daily expense,-81
9072,1073,7,73,2025-11-09,Daily expense,-82
9073,1074,8,74,2025-11-10,Daily expense,-83
9074,1075,9,75,2025-11-11,Daily expense,-84
9075,1076,1,,2025-11-12,Monthly income,2575
9076,1077,11,77,2025-11-13,Daily expense,-86
9077,1078,12,78,2025-11-14,Daily expense,-87
9078,1079,13,79,2025-11-15,Daily expense,-88
9079,1080,14,80,2025-11-16,Daily expense,-89
9080,1081,1,,2025-11-17,Monthly income,2580
9081,1082,6,82,2025-11-18,Daily expense,-91
9082,1083,7,83,2025-11-19,Daily expense,-92
9083,1084,8,84,2025-11-20,Daily expense,-93
9084,1085,9,85,2025-11-21,Daily expense,-94
9085,1086,1,,2025-11-22,Monthly income,2585
9086,1087,11,87,2025-11-23,Daily expense,-96
9087,1088,12,88,2025-11-24,Daily expense,-97
9088,1089,13,89,2025-11-25,Daily expense,-98
9089,1090,14,90,2025-11-26,Daily expense,-99
9090,1091,1,,2025-11-27,Monthly income,2590
9091,1092,6,92,2025-11-28,Daily expense,-101
9092,1093,7,93,2025-11-29,Daily expense,-102
9093,1094,8,94,2025-11-30,Daily expense,-103
9094,1095,9,95,2025-12-01,Daily expense,-104
9095,1096,1,,2025-12-02,Monthly income,2595
9096,1097,11,97,2025-12-03,Daily expense,-106
9097,1098,12,98,2025-12-04,Daily expense,-107
9098,1099,13,99,2025-12-05,Daily expense,-108
9099,1100,14,100,2025-12-06,Daily expense,-109
9100,1101,1,,2025-12-07,Monthly income,2600
9101,1102,6,102,2025-12-08,Daily expense,-111
9102,1103,7,103,2025-12-09,Daily expense,-112
9103,1104,8,104,2025-12-10,Daily expense,-113
9104,1105,9,105,2025-12-11,Daily expense,-114
9105,1106,1,,2025-12-12,Monthly income,2605
9106,1107,11,107,2025-12-13,Daily expense,-116
9107,1108,12,108,2025-12-14,Daily expense,-117
9108,1109,13,109,2025-12-15,Daily expense,-118
9109,1110,14,110,2025-12-16,Daily expense,-119
9110,1111,1,,2025-12-17,Monthly income,2610
9111,1112,6,112,2025-12-18,Daily expense,-121
9112,1113,7,113,2025-12-19,Daily expense,-122
9113,1114,8,114,2025-12-20,Daily expense,-123
9114,1115,9,115,2025-12-21,Daily expense,-124
9115,1116,1,,2025-12-22,Monthly income,2615
9116,1117,11,117,2025-12-23,Daily expense,-126
9117,1118,12,118,2025-12-24,Daily expense,-127
9118,1119,13,119,2025-12-25,Daily expense,-128
9119,1120,14,120,2025-12-26,Daily expense,-129
9120,1121,1,,2025-12-27,Monthly income,2620
9121,1122,6,122,2025-12-28,Daily expense,-131
9122,1123,7,123,2025-12-29,Daily expense,-132
9123,1124,8,124,2025-12-30,Daily expense,-133
9124,1125,9,125,2025-12-31,Daily expense,-134
9125,1126,1,,2025-01-01,Monthly income,2625
9126,1127,11,127,2025-01-02,Daily expense,-136
9127,1128,12,128,2025-01-03,Daily expense,-137
9128,1129,13,129,2025-01-04,Daily expense,-138
9129,1130,14,130,2025-01-05,Daily expense,-139
9130,1131,1,,2025-01-06,Monthly income,2630
9131,1132,6,132,2025-01-07,Daily expense,-141
9132,1133,7,133,2025-01-08,Daily expense,-142
9133,1134,8,134,2025-01-09,Daily expense,-143
9134,1135,9,135,2025-01-10,Daily expense,-144
9135,1136,1,,2025-01-11,Monthly income,2635
9136,1137,11,137,2025-01-12,Daily expense,-146
9137,1138,12,138,2025-01-13,Daily expense,-147
9138,1139,13,139,2025-01-14,Daily expense,-148
9139,1140,14,140,2025-01-15,Daily expense,-149
9140,1141,1,,2025-01-16,Monthly income,2640
9141,1142,6,142,2025-01-17,Daily expense,-151
9142,1143,7,143,2025-01-18,Daily expense,-152
9143,1144,8,144,2025-01-19,Daily expense,-153
9144,1145,9,145,2025-01-20,Daily expense,-154
9145,1146,1,,2025-01-21,Monthly income,2645
9146,1147,11,147,2025-01-22,Daily expense,-156
9147,1148,12,148,2025-01-23,Daily expense,-157
9148,1149,13,149,2025-01-24,Daily expense,-158
9149,1150,14,150,2025-01-25,Daily expense,-159
9150,1151,1,,2025-01-26,Monthly income,2650
9151,1152,6,152,2025-01-27,Daily expense,-161
9152,1153,7,153,2025-01-28,Daily expense,-162
9153,1154,8,154,2025-01-29,Daily expense,-163
9154,1155,9,155,2025-01-30,Daily expense,-164
9155,1156,1,,2025-01-31,Monthly income,2655
9156,1157,11,157,2025-02-01,Daily expense,-166
9157,1158,12,158,2025-02-02,Daily expense,-167
9158,1159,13,159,2025-02-03,Daily expense,-168
9159,1160,14,160,2025-02-04,Daily expense,-169
9160,1161,1,,2025-02-05,Monthly income,2660
9161,1162,6,162,2025-02-06,Daily expense,-171
9162,1163,7,163,2025-02-07,Daily expense,-172
9163,1164,8,164,2025-02-08,Daily expense,-173
9164,1165,9,165,2025-02-09,Daily expense,-174
9165,1166,1,,2025-02-10,Monthly income,2665
9166,1167,11,167,2025-02-11,Daily expense,-176
9167,1168,12,168,2025-02-12,Daily expense,-177
9168,1169,13,169,2025-02-13,Daily expense,-178
9169,1170,14,170,2025-02-14,Daily expense,-179
